account_id,district_id,frequency,date,dateYear
2733,76,ONCE A MONTH,1993/12/22 0:00,1993
3669,76,ONCE A MONTH,1993/12/22 0:00,1993
1940,52,ONCE A MONTH,1993/12/22 0:00,1993
3056,55,ONCE A MONTH,1993/12/22 0:00,1993
1419,33,ONCE A MONTH,1993/12/22 0:00,1993
2971,76,ONCE A WEEK,1993/12/23 0:00,1993
1959,62,ONCE A MONTH,1993/12/24 0:00,1993
3164,33,ONCE A MONTH,1993/12/24 0:00,1993
3197,1,ONCE A MONTH,1993/12/25 0:00,1993
2770,42,ONCE A MONTH,1993/12/25 0:00,1993
7944,59,ONCE A MONTH,1993/12/27 0:00,1993
1080,55,ONCE A MONTH,1993/12/27 0:00,1993
6148,74,ONCE A MONTH,1993/12/27 0:00,1993
2010,1,ONCE A MONTH,1993/12/27 0:00,1993
3135,72,ONCE A MONTH,1993/12/27 0:00,1993
1098,47,ONCE A MONTH,1993/12/28 0:00,1993
100,41,ONCE A MONTH,1993/12/28 0:00,1993
2913,8,ONCE A MONTH,1993/12/28 0:00,1993
1153,35,ONCE A MONTH,1993/12/29 0:00,1993
1635,19,ONCE A MONTH,1993/12/29 0:00,1993
2842,14,ONCE A MONTH,1993/12/29 0:00,1993
3759,1,ONCE A MONTH,1993/12/29 0:00,1993
3594,29,ONCE A MONTH,1993/12/30 0:00,1993
2778,38,ONCE A MONTH,1993/12/30 0:00,1993
2161,15,ONCE A WEEK,1993/12/30 0:00,1993
2789,14,ONCE A MONTH,1994/1/1 0:00,1994
1552,18,ONCE A MONTH,1994/1/2 0:00,1994
628,72,ONCE A MONTH,1994/1/3 0:00,1994
1458,29,ONCE A MONTH,1994/1/3 0:00,1994
2673,34,ONCE A MONTH,1994/1/4 0:00,1994
1788,1,ONCE A MONTH,1994/1/4 0:00,1994
1193,29,ONCE A MONTH,1994/1/5 0:00,1994
969,19,ONCE A MONTH,1994/1/8 0:00,1994
1512,1,ONCE A MONTH,1994/1/8 0:00,1994
3997,62,ONCE A MONTH,1994/1/13 0:00,1994
2179,1,ONCE A WEEK,1994/1/14 0:00,1994
1164,35,ONCE A MONTH,1994/1/14 0:00,1994
4774,66,ONCE A MONTH,1994/1/14 0:00,1994
4413,74,ONCE A WEEK,1994/1/15 0:00,1994
1824,52,ONCE A MONTH,1994/1/17 0:00,1994
1231,7,ONCE A MONTH,1994/1/18 0:00,1994
2664,58,ONCE A MONTH,1994/1/20 0:00,1994
1627,1,ONCE A MONTH,1994/1/20 0:00,1994
9104,10,ONCE A MONTH,1994/1/21 0:00,1994
2326,70,ONCE A MONTH,1994/1/24 0:00,1994
4356,47,ONCE A MONTH,1994/1/26 0:00,1994
3667,55,ONCE A MONTH,1994/1/26 0:00,1994
742,77,ONCE A MONTH,1994/1/28 0:00,1994
2538,42,ONCE A MONTH,1994/1/30 0:00,1994
127,29,ONCE A MONTH,1994/2/2 0:00,1994
726,76,ONCE A MONTH,1994/2/3 0:00,1994
4907,42,ONCE A MONTH,1994/2/6 0:00,1994
2628,64,AFTER DEAL,1994/2/6 0:00,1994
3898,70,ONCE A MONTH,1994/2/7 0:00,1994
6472,61,ONCE A MONTH,1994/2/8 0:00,1994
1770,65,ONCE A MONTH,1994/2/8 0:00,1994
2472,60,ONCE A MONTH,1994/2/8 0:00,1994
1159,49,ONCE A MONTH,1994/2/9 0:00,1994
4418,66,ONCE A MONTH,1994/2/9 0:00,1994
1470,19,ONCE A MONTH,1994/2/10 0:00,1994
1813,47,ONCE A MONTH,1994/2/11 0:00,1994
4416,14,ONCE A MONTH,1994/2/12 0:00,1994
2315,75,ONCE A MONTH,1994/2/13 0:00,1994
3876,69,ONCE A MONTH,1994/2/13 0:00,1994
4329,1,ONCE A MONTH,1994/2/17 0:00,1994
3184,1,ONCE A MONTH,1994/2/18 0:00,1994
370,25,ONCE A MONTH,1994/2/18 0:00,1994
1317,56,ONCE A MONTH,1994/2/18 0:00,1994
2675,1,ONCE A MONTH,1994/2/19 0:00,1994
3840,76,ONCE A MONTH,1994/2/19 0:00,1994
4009,56,ONCE A MONTH,1994/2/20 0:00,1994
3886,1,ONCE A MONTH,1994/2/20 0:00,1994
3445,1,ONCE A MONTH,1994/2/22 0:00,1994
2482,1,ONCE A MONTH,1994/2/23 0:00,1994
2361,28,ONCE A MONTH,1994/2/25 0:00,1994
974,29,ONCE A MONTH,1994/2/25 0:00,1994
2959,8,ONCE A MONTH,1994/2/25 0:00,1994
1880,76,ONCE A MONTH,1994/2/25 0:00,1994
3355,70,ONCE A MONTH,1994/2/26 0:00,1994
2501,30,ONCE A MONTH,1994/2/26 0:00,1994
1073,73,ONCE A MONTH,1994/2/27 0:00,1994
8558,1,AFTER DEAL,1994/2/27 0:00,1994
3101,1,ONCE A MONTH,1994/2/27 0:00,1994
2568,17,ONCE A MONTH,1994/3/2 0:00,1994
1169,49,AFTER DEAL,1994/3/2 0:00,1994
3684,23,ONCE A MONTH,1994/3/4 0:00,1994
1406,50,ONCE A MONTH,1994/3/4 0:00,1994
71,1,ONCE A MONTH,1994/3/5 0:00,1994
3528,10,ONCE A MONTH,1994/3/5 0:00,1994
3405,36,ONCE A MONTH,1994/3/7 0:00,1994
6118,1,ONCE A WEEK,1994/3/7 0:00,1994
2382,59,ONCE A MONTH,1994/3/8 0:00,1994
1570,1,ONCE A MONTH,1994/3/12 0:00,1994
1511,51,AFTER DEAL,1994/3/13 0:00,1994
1237,9,ONCE A MONTH,1994/3/13 0:00,1994
3307,30,ONCE A MONTH,1994/3/13 0:00,1994
3378,55,ONCE A MONTH,1994/3/14 0:00,1994
989,19,ONCE A MONTH,1994/3/14 0:00,1994
3253,71,AFTER DEAL,1994/3/15 0:00,1994
1626,3,ONCE A MONTH,1994/3/15 0:00,1994
289,1,ONCE A MONTH,1994/3/17 0:00,1994
1987,54,ONCE A MONTH,1994/3/17 0:00,1994
817,5,ONCE A MONTH,1994/3/18 0:00,1994
2228,34,ONCE A MONTH,1994/3/19 0:00,1994
904,1,ONCE A MONTH,1994/3/20 0:00,1994
3824,41,ONCE A MONTH,1994/3/20 0:00,1994
3599,63,ONCE A MONTH,1994/3/20 0:00,1994
22,1,ONCE A MONTH,1994/3/23 0:00,1994
470,64,ONCE A MONTH,1994/3/23 0:00,1994
1273,37,ONCE A MONTH,1994/3/25 0:00,1994
237,50,ONCE A MONTH,1994/3/25 0:00,1994
59,43,ONCE A MONTH,1994/3/27 0:00,1994
572,32,ONCE A MONTH,1994/3/27 0:00,1994
1269,52,ONCE A MONTH,1994/3/28 0:00,1994
855,1,ONCE A MONTH,1994/3/28 0:00,1994
3183,45,ONCE A MONTH,1994/4/1 0:00,1994
1969,5,ONCE A MONTH,1994/4/2 0:00,1994
2799,54,ONCE A WEEK,1994/4/3 0:00,1994
1042,43,ONCE A MONTH,1994/4/3 0:00,1994
1158,50,ONCE A MONTH,1994/4/3 0:00,1994
2713,26,ONCE A MONTH,1994/4/3 0:00,1994
740,28,ONCE A MONTH,1994/4/4 0:00,1994
493,26,ONCE A MONTH,1994/4/5 0:00,1994
2067,76,ONCE A MONTH,1994/4/7 0:00,1994
3804,7,ONCE A MONTH,1994/4/7 0:00,1994
4259,66,ONCE A MONTH,1994/4/8 0:00,1994
2886,1,ONCE A MONTH,1994/4/8 0:00,1994
761,43,ONCE A MONTH,1994/4/9 0:00,1994
1918,24,ONCE A MONTH,1994/4/10 0:00,1994
3036,10,ONCE A MONTH,1994/4/10 0:00,1994
3259,1,ONCE A MONTH,1994/4/11 0:00,1994
4408,71,ONCE A WEEK,1994/4/11 0:00,1994
2009,17,ONCE A MONTH,1994/4/14 0:00,1994
1194,1,ONCE A MONTH,1994/4/15 0:00,1994
3718,63,ONCE A MONTH,1994/4/16 0:00,1994
3201,4,ONCE A MONTH,1994/4/17 0:00,1994
460,1,ONCE A MONTH,1994/4/18 0:00,1994
784,59,ONCE A MONTH,1994/4/19 0:00,1994
3714,2,ONCE A WEEK,1994/4/21 0:00,1994
2154,63,ONCE A MONTH,1994/4/21 0:00,1994
1256,38,ONCE A MONTH,1994/4/21 0:00,1994
1353,51,ONCE A MONTH,1994/4/21 0:00,1994
1820,10,ONCE A MONTH,1994/4/22 0:00,1994
2494,74,ONCE A MONTH,1994/4/23 0:00,1994
2399,1,ONCE A MONTH,1994/4/26 0:00,1994
343,18,ONCE A MONTH,1994/4/26 0:00,1994
575,38,ONCE A MONTH,1994/4/26 0:00,1994
900,48,ONCE A MONTH,1994/4/26 0:00,1994
1467,37,ONCE A MONTH,1994/4/27 0:00,1994
31,68,ONCE A MONTH,1994/4/27 0:00,1994
1375,19,ONCE A MONTH,1994/4/27 0:00,1994
1371,1,ONCE A MONTH,1994/4/27 0:00,1994
844,53,ONCE A MONTH,1994/4/28 0:00,1994
908,62,ONCE A MONTH,1994/4/29 0:00,1994
3134,48,ONCE A MONTH,1994/4/29 0:00,1994
2092,1,ONCE A MONTH,1994/4/29 0:00,1994
3747,1,ONCE A MONTH,1994/5/1 0:00,1994
277,32,AFTER DEAL,1994/5/1 0:00,1994
3595,30,ONCE A MONTH,1994/5/1 0:00,1994
2511,40,ONCE A MONTH,1994/5/1 0:00,1994
1388,29,ONCE A MONTH,1994/5/2 0:00,1994
4245,52,ONCE A MONTH,1994/5/2 0:00,1994
3838,3,ONCE A MONTH,1994/5/2 0:00,1994
543,64,ONCE A MONTH,1994/5/3 0:00,1994
3653,31,ONCE A MONTH,1994/5/3 0:00,1994
524,61,ONCE A MONTH,1994/5/3 0:00,1994
82,26,ONCE A MONTH,1994/5/3 0:00,1994
3912,2,ONCE A MONTH,1994/5/4 0:00,1994
1949,41,ONCE A MONTH,1994/5/4 0:00,1994
1865,1,ONCE A MONTH,1994/5/4 0:00,1994
451,11,ONCE A MONTH,1994/5/5 0:00,1994
50,1,ONCE A MONTH,1994/5/6 0:00,1994
1184,14,ONCE A MONTH,1994/5/6 0:00,1994
363,1,ONCE A MONTH,1994/5/6 0:00,1994
2454,8,ONCE A MONTH,1994/5/7 0:00,1994
2847,75,ONCE A MONTH,1994/5/8 0:00,1994
2740,14,ONCE A MONTH,1994/5/8 0:00,1994
1871,48,ONCE A MONTH,1994/5/10 0:00,1994
8405,20,ONCE A MONTH,1994/5/10 0:00,1994
266,47,ONCE A MONTH,1994/5/11 0:00,1994
1879,10,ONCE A MONTH,1994/5/13 0:00,1994
2259,64,ONCE A MONTH,1994/5/14 0:00,1994
609,63,ONCE A MONTH,1994/5/15 0:00,1994
9750,74,ONCE A MONTH,1994/5/16 0:00,1994
2375,29,ONCE A MONTH,1994/5/16 0:00,1994
216,38,ONCE A MONTH,1994/5/16 0:00,1994
56,50,ONCE A MONTH,1994/5/16 0:00,1994
7824,60,ONCE A MONTH,1994/5/17 0:00,1994
649,69,ONCE A WEEK,1994/5/17 0:00,1994
2996,54,ONCE A MONTH,1994/5/17 0:00,1994
1509,51,ONCE A MONTH,1994/5/19 0:00,1994
2170,1,AFTER DEAL,1994/5/19 0:00,1994
2001,75,ONCE A MONTH,1994/5/19 0:00,1994
2903,38,ONCE A MONTH,1994/5/19 0:00,1994
3717,56,ONCE A MONTH,1994/5/20 0:00,1994
4195,67,ONCE A MONTH,1994/5/21 0:00,1994
2496,51,ONCE A MONTH,1994/5/21 0:00,1994
9583,31,ONCE A WEEK,1994/5/22 0:00,1994
3636,21,ONCE A MONTH,1994/5/22 0:00,1994
1826,5,ONCE A MONTH,1994/5/22 0:00,1994
2227,31,ONCE A WEEK,1994/5/22 0:00,1994
2749,1,ONCE A MONTH,1994/5/23 0:00,1994
535,35,ONCE A MONTH,1994/5/24 0:00,1994
4066,72,ONCE A MONTH,1994/5/24 0:00,1994
2662,71,ONCE A MONTH,1994/5/24 0:00,1994
1053,57,ONCE A MONTH,1994/5/25 0:00,1994
11333,8,ONCE A MONTH,1994/5/26 0:00,1994
1838,68,ONCE A MONTH,1994/5/26 0:00,1994
3037,44,ONCE A MONTH,1994/5/26 0:00,1994
3372,23,ONCE A MONTH,1994/5/26 0:00,1994
985,32,ONCE A MONTH,1994/5/29 0:00,1994
6924,74,ONCE A MONTH,1994/6/1 0:00,1994
3484,22,ONCE A MONTH,1994/6/1 0:00,1994
700,20,ONCE A MONTH,1994/6/1 0:00,1994
3289,1,ONCE A MONTH,1994/6/2 0:00,1994
2638,5,ONCE A MONTH,1994/6/2 0:00,1994
8316,70,ONCE A MONTH,1994/6/4 0:00,1994
1634,77,ONCE A MONTH,1994/6/4 0:00,1994
4825,15,ONCE A MONTH,1994/6/4 0:00,1994
3650,8,ONCE A MONTH,1994/6/5 0:00,1994
10942,44,ONCE A WEEK,1994/6/5 0:00,1994
2922,16,ONCE A MONTH,1994/6/6 0:00,1994
693,2,ONCE A MONTH,1994/6/6 0:00,1994
2260,1,ONCE A MONTH,1994/6/7 0:00,1994
538,70,ONCE A MONTH,1994/6/7 0:00,1994
548,16,ONCE A MONTH,1994/6/7 0:00,1994
941,8,ONCE A MONTH,1994/6/8 0:00,1994
2155,58,ONCE A MONTH,1994/6/8 0:00,1994
4519,8,ONCE A MONTH,1994/6/8 0:00,1994
3539,42,ONCE A MONTH,1994/6/8 0:00,1994
6511,72,ONCE A MONTH,1994/6/10 0:00,1994
2569,2,ONCE A MONTH,1994/6/10 0:00,1994
43,36,ONCE A MONTH,1994/6/12 0:00,1994
1047,46,ONCE A MONTH,1994/6/13 0:00,1994
3479,22,ONCE A MONTH,1994/6/14 0:00,1994
2868,1,ONCE A MONTH,1994/6/15 0:00,1994
4328,72,ONCE A MONTH,1994/6/17 0:00,1994
5628,61,ONCE A MONTH,1994/6/17 0:00,1994
3160,22,ONCE A MONTH,1994/6/19 0:00,1994
1856,26,ONCE A MONTH,1994/6/19 0:00,1994
154,46,ONCE A MONTH,1994/6/21 0:00,1994
3030,65,ONCE A MONTH,1994/6/22 0:00,1994
1938,1,ONCE A MONTH,1994/6/25 0:00,1994
1870,10,ONCE A MONTH,1994/6/25 0:00,1994
3275,74,ONCE A MONTH,1994/6/29 0:00,1994
8492,2,ONCE A MONTH,1994/6/29 0:00,1994
10093,1,ONCE A WEEK,1994/7/1 0:00,1994
3805,9,ONCE A MONTH,1994/7/2 0:00,1994
200,17,ONCE A MONTH,1994/7/3 0:00,1994
2471,6,ONCE A MONTH,1994/7/3 0:00,1994
352,39,ONCE A MONTH,1994/7/4 0:00,1994
1291,1,ONCE A MONTH,1994/7/4 0:00,1994
161,28,ONCE A MONTH,1994/7/4 0:00,1994
711,70,ONCE A MONTH,1994/7/6 0:00,1994
964,26,ONCE A MONTH,1994/7/8 0:00,1994
1012,65,ONCE A MONTH,1994/7/9 0:00,1994
4276,43,ONCE A MONTH,1994/7/9 0:00,1994
901,60,ONCE A MONTH,1994/7/10 0:00,1994
7765,52,ONCE A WEEK,1994/7/10 0:00,1994
90,1,ONCE A MONTH,1994/7/13 0:00,1994
5574,13,ONCE A WEEK,1994/7/14 0:00,1994
741,54,ONCE A MONTH,1994/7/14 0:00,1994
2819,35,ONCE A MONTH,1994/7/16 0:00,1994
478,58,ONCE A MONTH,1994/7/16 0:00,1994
2615,68,ONCE A MONTH,1994/7/17 0:00,1994
3503,1,ONCE A MONTH,1994/7/17 0:00,1994
3921,18,ONCE A MONTH,1994/7/17 0:00,1994
662,21,ONCE A MONTH,1994/7/18 0:00,1994
2654,56,ONCE A MONTH,1994/7/21 0:00,1994
9627,65,AFTER DEAL,1994/7/22 0:00,1994
2470,16,ONCE A MONTH,1994/7/23 0:00,1994
427,8,ONCE A MONTH,1994/7/24 0:00,1994
709,19,ONCE A MONTH,1994/7/25 0:00,1994
629,31,ONCE A MONTH,1994/7/25 0:00,1994
2606,1,ONCE A MONTH,1994/7/27 0:00,1994
6738,62,ONCE A MONTH,1994/7/28 0:00,1994
2912,74,ONCE A MONTH,1994/7/30 0:00,1994
4995,20,ONCE A WEEK,1994/8/1 0:00,1994
1022,33,ONCE A WEEK,1994/8/1 0:00,1994
1797,24,ONCE A MONTH,1994/8/1 0:00,1994
3497,76,ONCE A MONTH,1994/8/2 0:00,1994
1848,1,ONCE A MONTH,1994/8/4 0:00,1994
582,12,ONCE A MONTH,1994/8/5 0:00,1994
3167,18,ONCE A MONTH,1994/8/8 0:00,1994
1579,57,ONCE A MONTH,1994/8/9 0:00,1994
610,74,ONCE A MONTH,1994/8/11 0:00,1994
3536,24,ONCE A MONTH,1994/8/11 0:00,1994
1017,14,ONCE A MONTH,1994/8/11 0:00,1994
3017,75,ONCE A MONTH,1994/8/12 0:00,1994
3112,38,ONCE A MONTH,1994/8/12 0:00,1994
1360,71,ONCE A MONTH,1994/8/14 0:00,1994
2747,1,ONCE A MONTH,1994/8/14 0:00,1994
9192,1,ONCE A MONTH,1994/8/16 0:00,1994
1398,62,ONCE A MONTH,1994/8/18 0:00,1994
1246,58,ONCE A MONTH,1994/8/18 0:00,1994
1592,38,ONCE A MONTH,1994/8/18 0:00,1994
3728,10,ONCE A MONTH,1994/8/18 0:00,1994
4131,5,ONCE A MONTH,1994/8/19 0:00,1994
377,70,ONCE A MONTH,1994/8/19 0:00,1994
1911,68,ONCE A MONTH,1994/8/21 0:00,1994
635,21,ONCE A MONTH,1994/8/21 0:00,1994
3625,3,ONCE A MONTH,1994/8/22 0:00,1994
3425,70,ONCE A MONTH,1994/8/24 0:00,1994
1327,65,ONCE A MONTH,1994/8/24 0:00,1994
8776,64,ONCE A MONTH,1994/8/24 0:00,1994
2798,70,ONCE A MONTH,1994/8/24 0:00,1994
2401,16,ONCE A MONTH,1994/8/26 0:00,1994
3612,70,ONCE A MONTH,1994/8/27 0:00,1994
4580,9,ONCE A MONTH,1994/8/27 0:00,1994
3226,65,ONCE A MONTH,1994/8/28 0:00,1994
7523,63,ONCE A MONTH,1994/8/29 0:00,1994
3533,74,ONCE A MONTH,1994/8/29 0:00,1994
422,53,ONCE A WEEK,1994/8/29 0:00,1994
3608,72,ONCE A WEEK,1994/8/30 0:00,1994
1105,55,ONCE A MONTH,1994/9/1 0:00,1994
2596,1,ONCE A MONTH,1994/9/2 0:00,1994
9006,40,ONCE A WEEK,1994/9/2 0:00,1994
3579,53,ONCE A MONTH,1994/9/2 0:00,1994
710,25,ONCE A MONTH,1994/9/2 0:00,1994
7546,43,ONCE A MONTH,1994/9/3 0:00,1994
1766,28,ONCE A MONTH,1994/9/3 0:00,1994
1292,3,ONCE A MONTH,1994/9/3 0:00,1994
3797,64,ONCE A MONTH,1994/9/3 0:00,1994
3478,30,ONCE A MONTH,1994/9/4 0:00,1994
8899,1,ONCE A WEEK,1994/9/5 0:00,1994
1975,19,ONCE A MONTH,1994/9/7 0:00,1994
3049,61,ONCE A MONTH,1994/9/8 0:00,1994
3730,17,ONCE A MONTH,1994/9/8 0:00,1994
1714,72,ONCE A MONTH,1994/9/8 0:00,1994
518,74,ONCE A MONTH,1994/9/9 0:00,1994
6321,1,ONCE A MONTH,1994/9/10 0:00,1994
3926,72,ONCE A MONTH,1994/9/11 0:00,1994
1878,52,ONCE A WEEK,1994/9/13 0:00,1994
3712,3,ONCE A MONTH,1994/9/13 0:00,1994
2030,51,ONCE A MONTH,1994/9/13 0:00,1994
3869,72,ONCE A MONTH,1994/9/13 0:00,1994
1908,20,ONCE A MONTH,1994/9/13 0:00,1994
3142,2,ONCE A MONTH,1994/9/14 0:00,1994
1301,18,ONCE A MONTH,1994/9/15 0:00,1994
3288,54,ONCE A MONTH,1994/9/15 0:00,1994
318,36,ONCE A MONTH,1994/9/16 0:00,1994
3336,51,ONCE A MONTH,1994/9/19 0:00,1994
1653,1,ONCE A MONTH,1994/9/19 0:00,1994
577,29,ONCE A MONTH,1994/9/20 0:00,1994
2960,19,ONCE A MONTH,1994/9/20 0:00,1994
2267,54,ONCE A WEEK,1994/9/20 0:00,1994
1989,48,ONCE A MONTH,1994/9/21 0:00,1994
1352,1,ONCE A MONTH,1994/9/23 0:00,1994
851,15,ONCE A MONTH,1994/9/23 0:00,1994
716,47,ONCE A MONTH,1994/9/25 0:00,1994
3555,32,ONCE A MONTH,1994/9/26 0:00,1994
6,51,ONCE A MONTH,1994/9/27 0:00,1994
1828,1,ONCE A MONTH,1994/9/28 0:00,1994
1333,21,ONCE A MONTH,1994/9/29 0:00,1994
11359,61,ONCE A MONTH,1994/10/1 0:00,1994
3457,54,ONCE A MONTH,1994/10/1 0:00,1994
2627,76,ONCE A MONTH,1994/10/2 0:00,1994
2025,19,ONCE A MONTH,1994/10/2 0:00,1994
3975,20,ONCE A MONTH,1994/10/2 0:00,1994
2905,74,ONCE A MONTH,1994/10/3 0:00,1994
3827,1,ONCE A MONTH,1994/10/4 0:00,1994
939,55,ONCE A MONTH,1994/10/4 0:00,1994
1421,71,ONCE A MONTH,1994/10/5 0:00,1994
1934,46,ONCE A MONTH,1994/10/5 0:00,1994
3878,23,ONCE A MONTH,1994/10/7 0:00,1994
2363,47,ONCE A MONTH,1994/10/7 0:00,1994
1559,14,ONCE A MONTH,1994/10/8 0:00,1994
2195,73,ONCE A MONTH,1994/10/8 0:00,1994
1205,73,ONCE A MONTH,1994/10/8 0:00,1994
2059,37,ONCE A MONTH,1994/10/8 0:00,1994
2333,45,ONCE A MONTH,1994/10/8 0:00,1994
3074,74,ONCE A WEEK,1994/10/8 0:00,1994
2840,15,ONCE A MONTH,1994/10/9 0:00,1994
2430,3,ONCE A MONTH,1994/10/9 0:00,1994
2463,56,ONCE A MONTH,1994/10/11 0:00,1994
3860,4,ONCE A MONTH,1994/10/11 0:00,1994
2788,54,ONCE A MONTH,1994/10/12 0:00,1994
8127,37,ONCE A MONTH,1994/10/13 0:00,1994
596,31,ONCE A MONTH,1994/10/13 0:00,1994
3622,53,ONCE A MONTH,1994/10/15 0:00,1994
1312,23,ONCE A MONTH,1994/10/15 0:00,1994
2742,23,ONCE A MONTH,1994/10/15 0:00,1994
654,63,ONCE A MONTH,1994/10/16 0:00,1994
4283,39,ONCE A MONTH,1994/10/16 0:00,1994
2924,56,ONCE A MONTH,1994/10/16 0:00,1994
3756,39,ONCE A WEEK,1994/10/17 0:00,1994
2790,1,ONCE A MONTH,1994/10/18 0:00,1994
67,16,ONCE A MONTH,1994/10/19 0:00,1994
2949,1,ONCE A MONTH,1994/10/21 0:00,1994
3849,75,ONCE A MONTH,1994/10/21 0:00,1994
5422,66,ONCE A MONTH,1994/10/22 0:00,1994
988,10,ONCE A MONTH,1994/10/22 0:00,1994
3058,44,ONCE A MONTH,1994/10/23 0:00,1994
1958,40,ONCE A MONTH,1994/10/24 0:00,1994
1441,50,ONCE A MONTH,1994/10/25 0:00,1994
1109,66,ONCE A MONTH,1994/10/27 0:00,1994
2536,41,ONCE A MONTH,1994/10/28 0:00,1994
1295,15,ONCE A MONTH,1994/10/28 0:00,1994
3419,1,ONCE A MONTH,1994/10/29 0:00,1994
1993,68,ONCE A MONTH,1994/10/30 0:00,1994
1076,1,ONCE A MONTH,1994/10/30 0:00,1994
960,4,AFTER DEAL,1994/11/2 0:00,1994
201,63,ONCE A MONTH,1994/11/2 0:00,1994
1168,29,ONCE A MONTH,1994/11/3 0:00,1994
2365,42,ONCE A MONTH,1994/11/4 0:00,1994
973,54,ONCE A MONTH,1994/11/5 0:00,1994
3663,67,ONCE A MONTH,1994/11/6 0:00,1994
3576,58,ONCE A MONTH,1994/11/7 0:00,1994
4082,49,ONCE A MONTH,1994/11/8 0:00,1994
2541,57,ONCE A MONTH,1994/11/8 0:00,1994
4476,24,ONCE A MONTH,1994/11/10 0:00,1994
2572,64,AFTER DEAL,1994/11/13 0:00,1994
2377,77,ONCE A MONTH,1994/11/13 0:00,1994
1554,47,ONCE A MONTH,1994/11/15 0:00,1994
5632,5,ONCE A WEEK,1994/11/15 0:00,1994
940,37,ONCE A MONTH,1994/11/15 0:00,1994
1583,69,AFTER DEAL,1994/11/17 0:00,1994
2218,19,ONCE A MONTH,1994/11/21 0:00,1994
1708,22,ONCE A MONTH,1994/11/21 0:00,1994
449,19,ONCE A MONTH,1994/11/22 0:00,1994
2044,6,ONCE A MONTH,1994/11/23 0:00,1994
11186,12,ONCE A MONTH,1994/11/24 0:00,1994
29,7,ONCE A MONTH,1994/11/24 0:00,1994
3752,1,ONCE A MONTH,1994/11/25 0:00,1994
2028,7,ONCE A WEEK,1994/11/26 0:00,1994
1294,71,ONCE A MONTH,1994/11/27 0:00,1994
106,63,ONCE A MONTH,1994/11/27 0:00,1994
2707,61,ONCE A MONTH,1994/11/27 0:00,1994
2027,19,ONCE A MONTH,1994/11/28 0:00,1994
3369,8,ONCE A MONTH,1994/12/1 0:00,1994
9731,54,AFTER DEAL,1994/12/1 0:00,1994
1578,48,ONCE A MONTH,1994/12/1 0:00,1994
8411,20,ONCE A MONTH,1994/12/2 0:00,1994
1919,18,ONCE A MONTH,1994/12/4 0:00,1994
1307,56,ONCE A MONTH,1994/12/5 0:00,1994
2121,64,ONCE A MONTH,1994/12/5 0:00,1994
1436,3,ONCE A MONTH,1994/12/7 0:00,1994
3489,9,ONCE A MONTH,1994/12/8 0:00,1994
3348,4,ONCE A MONTH,1994/12/8 0:00,1994
2809,73,ONCE A MONTH,1994/12/8 0:00,1994
3364,21,ONCE A WEEK,1994/12/8 0:00,1994
2546,1,ONCE A MONTH,1994/12/8 0:00,1994
2343,68,ONCE A MONTH,1994/12/9 0:00,1994
594,54,ONCE A MONTH,1994/12/9 0:00,1994
4434,41,ONCE A MONTH,1994/12/9 0:00,1994
359,11,ONCE A MONTH,1994/12/11 0:00,1994
3279,46,ONCE A WEEK,1994/12/17 0:00,1994
1011,45,ONCE A MONTH,1994/12/17 0:00,1994
8856,15,ONCE A MONTH,1994/12/18 0:00,1994
2808,1,ONCE A MONTH,1994/12/18 0:00,1994
5357,70,ONCE A MONTH,1994/12/18 0:00,1994
775,1,ONCE A MONTH,1994/12/18 0:00,1994
2524,1,ONCE A MONTH,1994/12/19 0:00,1994
3903,58,ONCE A MONTH,1994/12/19 0:00,1994
802,15,ONCE A MONTH,1994/12/20 0:00,1994
3567,5,ONCE A MONTH,1994/12/20 0:00,1994
68,37,AFTER DEAL,1994/12/20 0:00,1994
1417,75,ONCE A MONTH,1994/12/20 0:00,1994
3643,1,ONCE A MONTH,1994/12/22 0:00,1994
10728,71,ONCE A MONTH,1994/12/23 0:00,1994
2384,40,ONCE A MONTH,1994/12/23 0:00,1994
1835,74,ONCE A MONTH,1994/12/24 0:00,1994
3621,32,ONCE A MONTH,1994/12/25 0:00,1994
1394,32,ONCE A MONTH,1994/12/27 0:00,1994
3006,64,ONCE A MONTH,1995/1/1 0:00,1995
2322,33,ONCE A MONTH,1995/1/2 0:00,1995
1331,59,ONCE A MONTH,1995/1/3 0:00,1995
2355,1,ONCE A MONTH,1995/1/3 0:00,1995
3482,70,ONCE A MONTH,1995/1/3 0:00,1995
4503,50,ONCE A MONTH,1995/1/3 0:00,1995
2077,29,ONCE A MONTH,1995/1/4 0:00,1995
685,37,ONCE A WEEK,1995/1/4 0:00,1995
2163,17,ONCE A MONTH,1995/1/5 0:00,1995
2239,25,ONCE A MONTH,1995/1/5 0:00,1995
1706,1,ONCE A MONTH,1995/1/5 0:00,1995
7795,64,ONCE A MONTH,1995/1/5 0:00,1995
3128,1,ONCE A MONTH,1995/1/6 0:00,1995
2978,74,ONCE A MONTH,1995/1/6 0:00,1995
3141,1,ONCE A WEEK,1995/1/6 0:00,1995
3250,1,ONCE A MONTH,1995/1/6 0:00,1995
1955,49,ONCE A MONTH,1995/1/7 0:00,1995
5650,10,AFTER DEAL,1995/1/8 0:00,1995
3641,7,ONCE A MONTH,1995/1/9 0:00,1995
2923,43,ONCE A MONTH,1995/1/10 0:00,1995
8092,54,ONCE A MONTH,1995/1/11 0:00,1995
